CONDITION,ONSET,DURATION,AMP
instView,699.7131,1.0,1
instView,720.2301,0.9990999999999984,1
instView,764.8833,0.9958000000000028,1
instView,805.5949,1.0,1
instView,826.0782,0.9998999999999684,1
instView,869.3612,0.9999000000000252,1
instView,911.0109,1.0006999999999948,1
instView,954.1943,0.9995000000000118,1
instView,1000.0968000000001,1.0005000000000024,1
instView,1020.1970000000001,1.0,1
instView,1060.7295000000001,1.0006999999999948,1
instView,1080.9792,1.00060000000002,1
instView,1124.5454,1.0005000000000166,1
instView,1145.5785,1.0,1
instView,1166.5619000000002,1.0,1
instView,1227.6613000000002,0.9998999999999684,1
instView,1272.7781,0.99939999999998,1
instView,1300.8138000000001,0.9995000000000048,1
instView,1341.9295,1.000100000000003,1
instView,1364.2127,0.9997999999999934,1
instView,1384.2625,0.9997999999999934,1
instView,1445.2796,1.004199999999997,1
instView,1488.4450000000002,1.0,1
instView,1530.4446,1.0004999999999882,1
instView,1550.5278,1.0004000000000133,1
instView,1595.1607000000001,0.9998999999999684,1
instReapp,17.612399999999997,1.001100000000001,1
instReapp,98.8297,0.9998000000000218,1
instReapp,159.6783,0.9997999999999934,1
instReapp,204.7941,1.00030000000001,1
instReapp,245.9279,0.9995999999999868,1
instReapp,289.8438,0.9999000000000252,1
instReapp,338.44780000000003,0.9832999999999998,1
instReapp,401.69730000000004,0.9998999999999968,1
instReapp,463.3461,1.0,1
instReapp,546.8454,1.000599999999963,1
instReapp,613.0783,1.0004000000000133,1
instReapp,633.3448000000001,1.0004999999999882,1
instReapp,659.2136,1.0,1
instReapp,744.729,0.9997999999999934,1
instReapp,785.5125,0.999499999999955,1
instReapp,848.3612,1.0001000000000315,1
instReapp,889.9781,1.0,1
instReapp,931.2604,1.0001000000000315,1
instReapp,980.0132000000001,1.0003000000000029,1
instReapp,1040.6802,0.9999000000000108,1
instReapp,1101.6129,0.9996000000000153,1
instReapp,1187.0788,0.999499999999955,1
instReapp,1207.5114,1.0,1
instReapp,1252.161,1.000099999999975,1
instReapp,1321.3303,0.9998999999999968,1
instReapp,1404.3624,1.0004000000000133,1
instReapp,1424.7955,1.0,1
instReapp,1468.1950000000002,1.0006999999999948,1
instReapp,1509.4327,0.9959999999999808,1
instReapp,1570.6777000000002,1.0004000000000133,1
siViewNeu,70.429,7.983599999999996,1
siViewNeu,131.5455,7.982900000000001,1
siViewNeu,216.911,7.983900000000005,1
siViewNeu,350.6139,8.000399999999999,1
siViewNeu,434.3304,7.999799999999993,1
siViewNeu,516.513,7.999899999999968,1
siViewNeu,691.7299,7.9831999999999965,1
siViewNeu,861.3779,7.983299999999986,1
siViewNeu,946.2112,7.983099999999979,1
siViewNeu,992.114,7.982799999999997,1
siViewNeu,1072.9969,7.982299999999981,1
siViewNeu,1116.5622,7.983199999999982,1
siViewNeu,1376.2799,7.982599999999991,1
siViewNeu,1522.4619,7.9827000000000226,1
siViewNeu,1587.1775,7.983200000000011,1
siViewFear,29.8633,7.982699999999991,1
siViewFear,111.4792,7.983299999999986,1
siViewFear,258.94120000000004,7.982599999999991,1
siViewFear,370.7309,7.999299999999991,1
siViewFear,475.3962,7.999599999999987,1
siViewFear,563.3621,7.999900000000025,1
siViewFear,712.2461000000001,7.983999999999995,1
siViewFear,797.6119000000001,7.983000000000004,1
siViewFear,903.0281,7.982799999999997,1
siViewFear,1012.2133000000001,7.983699999999999,1
siViewFear,1137.5954000000002,7.983100000000007,1
siViewFear,1219.6787000000002,7.982599999999991,1
siViewFear,1292.8306,7.9831999999999965,1
siViewFear,1356.2295000000001,7.983199999999982,1
siViewFear,1542.5446000000002,7.983200000000011,1
siViewSad,49.9127,7.983099999999993,1
siViewSad,172.312,7.982799999999997,1
siViewSad,304.1445,7.999600000000044,1
siViewSad,413.7969,8.01679999999999,1
siViewSad,495.8958,8.0,1
siViewSad,584.3998,8.012,1
siViewSad,671.6467,7.982699999999994,1
siViewSad,756.8998,7.983500000000021,1
siViewSad,818.0951,7.983100000000036,1
siViewSad,1052.7462,7.9833,1
siViewSad,1158.5785,7.983399999999989,1
siViewSad,1264.7952,7.982900000000029,1
siViewSad,1333.9467,7.982799999999997,1
siViewSad,1437.2794000000001,8.000200000000007,1
siViewSad,1480.4617,7.983300000000014,1
siReappFear,90.8453,7.984399999999994,1
siReappFear,151.6948,7.983499999999992,1
siReappFear,237.9441,7.983800000000031,1
siReappFear,330.4477,8.000100000000003,1
siReappFear,538.8461,7.999300000000005,1
siReappFear,605.0793,7.999000000000024,1
siReappFear,651.2295,7.984099999999998,1
siReappFear,777.5292,7.983300000000042,1
siReappFear,923.2775,7.982899999999972,1
siReappFear,1032.6965,7.983699999999999,1
siReappFear,1199.5287,7.9827000000000226,1
siReappFear,1244.1777000000002,7.983300000000042,1
siReappFear,1313.3342,7.996099999999998,1
siReappFear,1396.3797,7.982699999999994,1
siReappFear,1460.212,7.983000000000004,1
siReappSad,9.6309,7.981499999999997,1
siReappSad,196.8111,7.983000000000004,1
siReappSad,281.8611,7.982699999999966,1
siReappSad,393.6974,7.999899999999997,1
siReappSad,455.34630000000004,7.999799999999993,1
siReappSad,625.3449,7.999900000000025,1
siReappSad,736.7457,7.9833,1
siReappSad,840.3782000000001,7.982999999999947,1
siReappSad,881.9944,7.983699999999999,1
siReappSad,972.0308000000001,7.982399999999998,1
siReappSad,1093.6298000000002,7.983099999999979,1
siReappSad,1179.0958,7.983000000000032,1
siReappSad,1416.8118,7.983699999999999,1
siReappSad,1501.4453,7.987400000000008,1
siReappSad,1562.6949,7.982799999999997,1
